person_id,hh_id,relate,sex,age,school_id,work_id,tucaseid,infected
"5462654","2042700",3,2,11,"170993001052","","",0
"5462655","2042700",3,2,6,"170993001052","","",0
"5462656","2042700",3,2,5,"170993001052","","",0
"5462657","2042701",1,1,30,"","1703102060000222","20060706061068",0
"5462888","2042800",1,2,81,"","","20030605033400",0
"5462889","2042801",1,1,48,"","1703108140001247","20060504062182",0
"5462890","2042801",3,1,26,"","","20040604041528",0
"5462891","2042801",3,2,23,"","","20030302030541",0
"5463139","2042900",1,1,43,"","","20060806061198",0
"5463140","2042901",1,2,83,"","","20040212033328",0
"5463141","2042901",8,1,27,"","","20040202040862",0
"5463142","2042901",3,1,46,"","","20060111051967",0
"5463413","2043000",1,1,44,"","","20030302033285",0
"5463414","2043001",1,2,53,"","","20061211061152",0
"5463663","2043100",1,1,75,"","","20050403051372",0
"5463664","2043101",1,1,32,"","","20040111032128",0
"5463665","2043101",11,1,14,"170993004265","","",0
"5463666","2043101",11,2,10,"170993001052","","",0
"5463667","2043101",11,2,9,"170993001052","","",0
"5463668","2043101",5,1,8,"170993001052","","",0
"5463669","2043101",3,2,5,"170993001052","","",0
"5463670","2043101",3,2,7,"170993001052","","",0
"5463671","2043101",19,2,25,"","","20060301061570",0
"5463672","2043101",21,2,8,"170993001052","","",0
"5464206","2043300",1,1,38,"","","20031111033544",0
"5467104","2044401",1,2,34,"","","20070302071621",0
"5469118","2045400",1,2,65,"","","20040807041221",0
"5469119","2045401",1,1,46,"","1703128020000345","20040605040641",0
"5469120","2045401",2,2,46,"","","20041110040519",0
"5469121","2045401",5,2,18,"","","20070112061463",0
"5469395","2045500",1,2,28,"","","20070605072520",0
"5469396","2045500",2,1,29,"","","20071211071969",0
"5469397","2045500",3,2,1,"","","",0
"5469398","2045501",1,2,29,"","1703107200000084","20040807042095",0
"5469399","2045501",3,2,10,"170993001052","","",0
"5469656","2045600",1,1,27,"","","20070807070039",0
"5469657","2045600",3,2,10,"170993001052","","",0
"5469658","2045600",3,2,0,"","","",0
"5469659","2045600",19,2,32,"","","20070201070532",0
"5469660","2045600",21,1,7,"170993001052","","",0
"5469661","2045601",1,1,31,"","1703132050002526","20041210041032",0
"5469662","2045601",2,2,32,"","1703132040000663","20030212021118",0
"5469935","2045700",1,1,69,"","","20060403060902",0
"5469936","2045700",2,2,55,"","","20030402032604",0
"5469937","2045701",1,1,45,"","","20030807031191",0
"5469938","2045701",13,1,24,"","","20050201051758",0
"5470223","2045800",1,1,29,"","1704384460100799","20031008033132",0
"5470224","2045800",18,1,31,"","1703138140000044","20030302032766",0
"5470225","2045801",1,1,37,"","1703142020000015","20051211051007",0
"5470226","2045801",7,2,60,"","","20031009032874",0
"5470495","2045900",1,2,45,"","1703142020000024","20040112030022",0
"5470496","2045900",3,2,15,"170993000925","","20060505061507",0
"5470497","2045901",1,2,50,"","","20071211070883",0
"5470498","2045901",6,2,41,"","","20061211061669",0
"5470499","2045901",13,2,20,"","","20050706052068",0
"5470500","2045901",3,2,20,"","1703180040000128","20071211070518",0
"5470501","2045901",11,2,1,"","","",0
"5470502","2045901",21,1,71,"","","20050201052171",0
"5470726","2046000",1,2,57,"","","20050112041645",0
"5470727","2046000",6,1,48,"","","20050201050958",0
"5470728","2046001",1,1,26,"","","20030403030778",0
"5470874","2046100",1,1,79,"","","20050201052171",0
"5470875","2046101",1,1,55,"","1703139040000025","20050807051294",0
"5471032","2046200",1,2,79,"","","20061110061734",0
"5471033","2046200",3,2,61,"","","20031211032021",0
"5471034","2046201",1,2,77,"","","20041212041089",0
"5471193","2046300",1,2,25,"","1703138140000056","20030302031486",0
"5471194","2046301",1,2,56,"","","20070503070903",0
"5471355","2046400",1,2,63,"","","20071210072477",0
"5471356","2046401",1,2,26,"","1703108180001216","20050302051339",0
"5471358","2046401",3,1,2,"","","",0
"5471359","2046401",4,1,0,"","","",0
"5471518","2046500",1,1,57,"","","20060807062237",0
"5471519","2046501",1,2,82,"","","20050907051938",0
"5471520","2046501",8,1,30,"","","20070807071838",0
"5471521","2046501",3,2,50,"","1703148010000069","20051211052491",0
"5471522","2046501",3,2,50,"","","20050111042524",0
"5471679","2046600",1,2,65,"","","20070504071495",0
"5471680","2046601",1,2,68,"","","20071009071031",0
"5471841","2046700",1,2,49,"","","20060706061725",0
"5471842","2046701",1,2,85,"","","20060302061418",0
"5471843","2046701",13,1,36,"","","20030504030945",0
"5472025","2046800",1,1,36,"","1703132020003402","20061008061745",0
"5472027","2046801",1,2,40,"","","20071010071858",0
"5472028","2046801",2,1,40,"","1703136020000013","20040605040509",0
"5472221","2046900",1,2,26,"","1703182790200125","20070504071063",0
"5472222","2046900",3,2,4,"170993001052","","",0
"5472223","2046900",19,1,25,"","1703128190000447","20051109052028",0
"5472224","2046901",1,1,39,"","1703108120000601","20030302033506",0
"5472417","2047000",1,2,59,"","","20061211061152",0
"5472418","2047000",3,1,29,"","1703128020000360","20040402041909",0
"5472419","2047001",1,1,81,"","","20030606030786",0
"5472420","2047001",2,2,51,"","1703108090000052","20040706042222",0
"5472629","2047100",1,2,77,"","","20030303030622",0
"5472630","2047100",19,1,62,"","","20030302031697",0
"5472631","2047101",1,1,52,"","1703141140000065","20051110051895",0
"5472837","2047200",1,2,66,"","","20030907030523",0
"5472838","2047201",1,2,42,"","1703133010000284","20051211051279",0
"5472839","2047201",3,1,12,"170993004957","","",0
"5473036","2047300",1,2,38,"","","20060504060070",0
"5473038","2047300",18,1,39,"","1703133010000153","20070505070123",0
"5473039","2047301",1,1,49,"","1703132020003424","20050403050863",0
"5473244","2047400",1,2,22,"","1703108150000594","20070707071138",0
"5473245","2047401",1,2,45,"","1703161060000043","20070112061839",0
"5473452","2047500",1,2,29,"","1703139050000007","20071009071404",0
"5473453","2047500",7,2,55,"","1703182350000006","20050112040041",0
"5473454","2047501",1,1,72,"","","20050301050524",0
"5473455","2047501",3,2,41,"","","20030403033130",0
"5473456","2047501",3,2,37,"","","20060201061261",0
"5473457","2047501",8,1,14,"170993000925","","",0
"5473458","2047501",8,1,6,"170993001094","","",0
"5473667","2047600",1,2,35,"","","20060403060888",0
"5473668","2047600",3,1,15,"170993000925","","20030504031829",0
"5473669","2047600",3,1,13,"170993004957","","",0
"5473670","2047600",3,2,8,"170993001094","","",0
"5473671","2047600",19,1,36,"","1703101080000092","20050201050142",0
"5473672","2047601",1,1,56,"","1703141130000035","20060201062456",0
"5473878","2047700",1,2,65,"","1703181540000164","20050504052154",0
"5473879","2047701",1,2,33,"","1703132010002191","20050504051117",0
"5474080","2047800",1,2,79,"","","20030605031145",0
"5474081","2047800",3,2,61,"","","20030807032354",0
"5474082","2047801",1,2,58,"","","20050201051183",0
"5474264","2047900",1,1,32,"","1703142020000023","20050112041738",0
"5474265","2047901",1,1,73,"","1703138010000009","20060302062230",0
"5474472","2048000",1,1,59,"","","20060504060810",0
"5474473","2048000",2,2,54,"","","20031210033499",0
"5474474","2048000",3,1,30,"","","20030403032655",0
"5474475","2048000",8,1,4,"","","",0
"5474476","2048001",1,1,48,"","","20030706031790",0
"5474726","2048100",1,1,58,"","1703141130000035","20070202071602",0
"5474727","2048100",2,2,38,"","1703101080000092","20070302071621",0
"5474728","2048100",3,1,5,"170993001094","","",0
"5474729","2048100",6,2,65,"","1703181520000054","20030605032341",0
"5474730","2048101",1,2,58,"","1703142030000011","20050302052349",0
"5474731","2048101",2,1,59,"","1703132050001492","20060706061882",0
"5474966","2048200",1,2,29,"","1703141140000064","20030907031764",0
"5474967","2048201",1,1,49,"","","20030807032549",0
"5474968","2048201",2,2,48,"","1703132010002023","20031109032765",0
"5474969","2048201",6,1,51,"","","20030503032832",0
"5475231","2048300",1,1,86,"","","20060403062457",0
"5475232","2048300",2,2,80,"","","20050604052532",0
"5475233","2048301",1,2,39,"","","20051009051241",0
"5475492","2048400",1,1,51,"","","20060111052240",0
"5475493","2048400",2,2,44,"","","20040503041256",0
"5475495","2048401",1,1,55,"","1703142010000014","20050908050778",0
"5475496","2048401",2,2,55,"","1703101080000088","20070403070810",0
"5475497","2048401",3,2,17,"","1703128190000252","20051211051461",0
"5475703","2048500",1,1,45,"","","20070807071068",0
"5475704","2048500",2,2,44,"","1703108170000597","20070302072257",0
"5475707","2048501",1,2,45,"","1703177070000345","20031110032467",0
"5475864","2048600",1,2,33,"","1703108150000738","20040705040640",0
"5475865","2048601",1,2,30,"","1703180860000045","20030112023461",0
"5475866","2048601",3,1,3,"","","",0
"5476018","2048700",1,1,66,"","1703132020003435","20030605031709",0
"5476019","2048700",3,1,33,"","1703128200000165","20030909032692",0
"5476020","2048701",1,1,57,"","1703125080000036","20030301032919",0
"5476021","2048701",2,2,48,"","1704384120200183","20050908051353",0
"5476184","2048800",1,1,60,"","","20060807062092",0
"5476185","2048801",1,2,34,"","1703132050002467","20040504041053",0
"5476335","2048900",1,2,66,"","","20061110060974",0
"5476336","2048901",1,1,32,"","1703132050002190","20050605051880",0
"5476491","2049000",1,1,41,"","1703141080000195","20060807060071",0
"5476492","2049000",2,2,41,"","1703108180001293","20040402042442",0
"5476493","2049000",5,2,21,"","","20030403030887",0
"5476494","2049000",5,1,15,"170993000925","","20060807060620",0
"5476495","2049001",1,2,39,"","1703138180000018","20050807052196",0
"5476657","2049100",1,1,34,"","","20070202072454",0
"5476658","2049101",1,1,22,"","1703108140001291","20030201031446",0
"5476811","2049200",1,1,47,"","1703126060000008","20030706030948",0
"5476812","2049201",1,2,36,"","1703132020003027","20040706041244",0
"5476960","2049300",1,2,76,"","","20051212051274",0
"5476961","2049300",2,1,67,"","1703126060000008","20030302031697",0
"5476962","2049301",1,2,56,"","1703181130200211","20041111041121",0
"5477112","2049400",1,2,50,"","1703182400200159","20070201070524",0
"5477113","2049400",3,2,17,"170993000925","1703138200000016","20060403061034",0
"5477114","2049401",1,1,23,"","1703138190000007","20030504031685",0
"5477280","2049500",1,2,36,"","1703103160000198","20050504050510",0
"5477281","2049500",18,2,35,"","","20030706031065",0
"5477282","2049501",1,2,80,"","","20060908060705",0
"5477427","2049600",1,2,67,"","","20031110031592",0
"5477428","2049600",2,1,79,"","","20070505071128",0
"5477429","2049601",1,2,29,"","","20051009051310",0
"5477578","2049700",1,2,28,"","1703132010000530","20040211032925",0
"5477579","2049700",3,2,12,"170993004957","","",0
"5477582","2049701",1,2,63,"","","20070404071252",0
"5477583","2049701",2,1,65,"","1703165050000051","20030808033251",0
"5477741","2049800",1,2,52,"","1703124360000057","20040402040687",0
"5477742","2049801",1,1,51,"","1703133010000284","20071010071740",0
"5477743","2049801",2,2,54,"","","20050403052003",0
"5477744","2049801",3,2,19,"","","20050605051733",0
"5477909","2049900",1,1,31,"","1703151010000056","20040908040787",0
"5477910","2049900",2,2,30,"","","20070303071810",0
"5477911","2049901",1,2,44,"","1703142040000035","20030504030839",0
"5477912","2049901",3,2,18,"","1703141130000035","20070312061206",0
"5478073","2050000",1,1,79,"","","20031211032839",0
"5478074","2050001",1,2,45,"","1703132010002038","20040112031441",0
"5478236","2050100",1,1,48,"","","20030606030120",0
"5478237","2050100",2,2,50,"","1703108140001287","20071211070883",0
"5478238","2050100",3,1,27,"","1703141140000063","20070706071767",0
"5478239","2050101",1,1,69,"","","20040908040916",0
"5478240","2050101",2,2,67,"","","20060707062341",0
"5478405","2050200",1,1,27,"","","20031210032131",0
"5478406","2050201",1,2,66,"","1703122070000059","20051110051189",0
"5478555","2050300",1,1,32,"","1703132020003437","20070112062420",0
"5478556","2050300",2,2,25,"","1703132050002450","20031009032414",0
"5478557","2050300",3,2,1,"","","",0
"5478558","2050301",1,2,80,"","","20030605033400",0
"5478715","2050400",1,2,55,"","","20030212022355",0
"5478716","2050401",1,2,77,"","","20060303061746",0
"5478717","2050401",19,1,62,"","","20050403052145",0
"5478870","2050500",1,2,23,"","","20070908070047",0
"5478871","2050500",16,1,23,"","1703139070000051","20030908032490",0
"5478872","2050501",1,1,45,"","1703108160000154","20030403033551",0
"5479027","2050600",1,1,76,"","","20031110031814",0
"5479028","2050601",1,2,37,"","1703128290000220","20040808041449",0
"5479177","2050700",1,2,66,"","1703138180000029","20061009061247",0
"5479178","2050701",1,1,26,"","1703141140000050","20050706050068",0
"5479337","2050800",1,2,45,"","1703167110000008","20050807050666",0
"5479338","2050801",1,1,79,"","","20031211032839",0
"5479498","2050900",1,2,30,"","","20060301061735",0
"5479499","2050900",2,1,29,"","1703128290000220","20030302032925",0
"5479500","2050901",1,2,50,"","1703141080000206","20070605071351",0
"5479501","2050901",3,1,24,"","1703141140000065","20030112023426",0
"5479653","2051000",1,2,38,"","1703132050002336","20070112062444",0
"5479654","2051000",6,2,32,"","1703129140000027","20040807040972",0
"5479655","2051001",1,2,41,"","1703151010000056","20050808051181",0
"5479656","2051001",3,2,21,"","1703128200000165","20070908070047",0
"5479657","2051001",13,2,11,"170993000984","","",0
"5479825","2051100",1,1,32,"","1703182540000115","20070605071268",0
"5479826","2051101",1,1,35,"","1703167200000028","20050807052303",0
"5479987","2051200",1,1,58,"","","20060112051767",0
"5479988","2051200",2,2,57,"","","20040706040716",0
"5479989","2051201",1,1,49,"","1703128010000439","20030212020798",0
"5479990","2051201",2,2,47,"","1703128340000012","20031010030507",0
"5479991","2051201",3,1,14,"170993000925","","",0
"5479992","2051201",4,2,10,"170993001094","","",0
"5480175","2051300",1,2,46,"","1703165050000201","20071211071139",0
"5480176","2051300",3,1,16,"170993000925","","20031009030630",0
"5480177","2051300",3,2,14,"170993000925","","",0
"5480178","2051301",1,2,24,"","1703141080000094","20070605071469",0
"5480379","2051400",1,2,76,"","","20070706070503",0
"5480380","2051401",1,1,41,"","1703106280000059","20030605031336",0
"5480381","2051401",2,2,40,"","","20060706060110",0
"5480382","2051401",3,1,10,"170993001094","","",0
"5480383","2051401",3,2,6,"170993001094","","",0
"5480583","2051500",1,2,30,"","","20050112041540",0
"5480584","2051500",3,2,10,"170993001094","","",0
"5480585","2051500",3,2,5,"170993001094","","",0
"5480586","2051501",1,2,31,"","","20061211061823",0
"5480777","2051600",1,1,26,"","1703132020003139","20060201062404",0
"5480778","2051601",1,1,81,"","","20070909071356",0
"5480779","2051601",13,1,40,"","1703103130000057","20070908072443",0
"5480960","2051700",1,2,42,"","","20031211032022",0
"5480961","2051700",3,1,18,"","1703132060000175","20071211070915",0
"5480962","2051700",3,1,13,"170993004957","","",0
"5480963","2051700",3,1,11,"170993001094","","",0
"5480964","2051700",3,2,9,"170993001094","","",0
"5480965","2051701",1,2,33,"","1703166020000053","20050403052392",0
"5481175","2051800",1,2,54,"","1703139030000007","20051009051451",0
"5481176","2051800",3,1,31,"","1703108140001217","20041110040046",0
"5481177","2051800",3,2,29,"","1703183040000045","20071009071403",0
"5481178","2051801",1,2,77,"","","20041212041089",0
"5481359","2051900",1,1,64,"","1703144020000169","20030706033514",0
"5481360","2051901",1,2,50,"","1703132050002516","20070605071351",0
"5481361","2051901",3,1,24,"","1703132020003208","20040212032099",0
"5481555","2052000",1,2,29,"","1703128030000162","20040707041443",0
"5481556","2052001",1,1,56,"","1703128200000159","20050909051364",0
"5481557","2052001",2,2,55,"","","20030201032637",0
"5481762","2052100",1,2,36,"","","20050504052126",0
"5481763","2052100",3,2,17,"170993004265","","20030605031965",0
"5481764","2052100",3,2,15,"170993004265","","20051210050582",0
"5481765","2052100",3,1,10,"170993000629","","",0
"5481766","2052100",6,1,48,"","","20050112042156",0
"5481767","2052100",8,1,0,"","","",0
"5481768","2052100",3,1,12,"170993004265","","",0
"5481769","2052101",1,2,22,"","","20070404072371",0
"5481770","2052101",3,1,8,"170993000629","","",0
"5481771","2052101",3,2,5,"170993000629","","",0
"5481772","2052101",3,1,4,"170993000629","","",0
"5481773","2052101",3,2,10,"170993000629","","",0
"5481774","2052101",3,1,9,"170993000629","","",0
"5481775","2052101",19,1,24,"","1703108150000739","20061211061956",0
"5482041","2052200",1,2,83,"","","20040807040051",0
"5482042","2052200",8,1,27,"","","20031211033192",0
"5482043","2052200",3,1,46,"","1703133010000259","20031109030968",0
"5482044","2052201",1,2,23,"","1703128010000377","20060403061294",0
"5482045","2052201",3,2,2,"","","",0
"5482046","2052201",19,1,20,"","1703132010000854","20050403050797",0
"5482320","2052300",1,2,41,"","1703144090000010","20070403070751",0
"5482321","2052301",1,2,45,"","","20041009040021",0
"5482322","2052301",3,2,15,"170993004265","","20060807062408",0
"5482608","2052400",1,2,68,"","","20070112060656",0
"5482609","2052400",8,2,17,"170993000761","1703132050002536","20061009062517",0
"5482610","2052400",8,1,12,"170993000668","","",0
"5482611","2052401",1,1,43,"","","20071009070079",0
"5482612","2052401",2,2,47,"","1703181750000151","20070503070942",0
"5482613","2052401",3,2,10,"170993000629","","",0
"5482614","2052401",4,1,8,"170993000629","","",0
"5482615","2052401",4,2,6,"170993000629","","",0
"5482916","2052500",1,1,31,"","1703128300000048","20061109061712",0
"5482917","2052500",2,2,32,"","1703142120000028","20061008062444",0
"5482918","2052501",1,1,48,"","1703132020002767","20050706050982",0
"5482919","2052501",2,2,45,"","","20070908070515",0
"5482920","2052501",3,1,22,"","1703133010000281","20030301031784",0
"5483211","2052600",1,2,64,"","","20071009072096",0
"5483212","2052600",13,2,22,"","","20040302041104",0
"5483213","2052600",13,2,7,"170993001014","","",0
"5483214","2052600",13,2,6,"170993001014","","",0
"5483215","2052600",13,1,1,"","","",0
"5483216","2052601",1,1,47,"","","20070504071618",0
"5483546","2052700",1,2,30,"","1703132010002232","20030201030510",0
"5483547","2052700",3,2,13,"170993004265","","",0
"5483548","2052700",18,1,41,"","","20030807032737",0
"5485096","2053100",1,1,59,"","1703165050000199","20031110031239",0
"5485097","2053100",2,2,56,"","","20071109070560",0
"5485098","2053101",1,1,26,"","1703128200000165","20030504032270",0
"5485366","2053200",1,2,26,"","","20070604071503",0
"5485367","2053200",3,1,8,"170993000668","","",0
"5485629","2053300",1,2,40,"","","20030807033594",0
"5485630","2053300",6,2,40,"","1703132050002118","20050907052165",0
"5485631","2053301",1,1,29,"","1703132010000493","20040807041095",0
"5485632","2053301",2,2,28,"","1703132040001193","20050503050954",0
