person_id,hh_id,relate,sex,age,gq_id,school_id,work_id,tucaseid_weekend,tucaseid_weekday,infected
"5460596","2041940",16,1,27,"","","1703128360000002","20040807041563","20051211050092",0
"5460955","2042080",3,1,9,"","170993000668","","6064-037-1997-2","6064-037-1997-1",0
"5478739","2050416",1,1,56,"","","","20060706060813","20070706071586",0
"5514905","2067307",2,2,43,"","","1703108140001245","20040806041503","20061008061020",0
"5482107","2052225",8,1,11,"","170993000629","","6125-036-1997-2","6125-036-1997-1",0
"5462348","2042596",3,1,16,"","170993004265","","20050907050975","20050503051574",0
"5453698","2039621",1,1,47,"","","","20060504062182","20040302041186",0
"5462279","2042571",1,2,80,"","","","20030907031437","20070101071181",0
"5473023","2047292",1,1,49,"","","","20060111050076","20070402071994",0
"5478530","2050283",1,2,52,"","","1703144030000045","20051211052221","20060604061020",0
"G170314106002C01_341","",,2,33,"G170314106002C01","","","20031010030871","20031010030871",0
"5507042","2062768",1,1,25,"","","170993001047","20070111061592","20061211061772",0
"5482631","2052406",3,1,16,"","170993000761","1703144060000002","20050907051985","20050503051918",0
"5510967","2065024",1,2,29,"","","1703141090000032","20070605072004","20061009061186",0
"5472417","2047000",1,2,59,"","","","20030212022355","20030908031843",0
"5476455","2048975",19,2,40,"","","1703108150000718","20050706050998","20071110070713",0
"5475026","2048222",1,2,42,"","","1703141130000035","20050807050666","20051110051086",0
"5511943","2065566",3,1,7,"","170319101925","","5984-035-1997-2","5984-035-1997-1",0
"5472869","2047217",1,1,39,"","","","20061110060525","20050807051383",0
"5471310","2046375",1,2,58,"","","","20050908052281","20050807051139",0
"5470064","2045744",1,2,50,"","","","20050101051122","20050201051222",0
"5461915","2042451",3,2,14,"","170993004265","","6590-045-2007-2","6590-045-2007-1",0
"5471489","2046483",1,2,68,"","","","20050302050628","20050504052290",0
"5497130","2057822",1,1,32,"","","","20071009071879","20060605062297",0
"5484970","2053063",1,2,74,"","","1703107060000007","20050504050898","20031210031464",0
"5463221","2042931",3,1,4,"","170993001052","","6801-039-1997-2","6801-039-1997-1",0
"5496007","2057144",1,2,68,"","","","20050504050937","20060604061523",0
"5474421","2047977",1,2,30,"","","","20050403051027","20040201042222",0
"5507837","2063199",1,2,23,"","","1703180730000180","20060201062158","20061009060525",0
"5486096","2053463",1,1,38,"","","","20061211060095","20050302051029",0
"5502852","2060635",3,2,7,"","170993000903","","6335-037-2002-2","6335-037-2002-1",0
"5502666","2060551",8,2,6,"","170993000903","","6110-046-2002-2","6110-046-2002-1",0
"5470491","2045897",1,1,27,"","","","20060605061496","20051212050793",0
"5496418","2057389",1,1,48,"","","","20060403061528","20070403071547",0
"5498759","2058711",3,1,3,"","","","1336-035-1997-2","1336-035-1997-1",0
"5472822","2047194",2,2,73,"","","","20060605061182","20050504051057",0
"5463451","2043019",4,1,0,"","","","6485-042-1997-2","6485-042-1997-1",0
"5477179","2049442",1,2,30,"","","1703180820000079","20071211071151","20051110050775",0
"5473430","2047490",1,2,25,"","","","20061211061251","20071210070860",0
"5502441","2060462",1,2,23,"","","","20060403061294","20031109031281",0
"5459918","2041612",3,1,15,"","170993004265","","20050301052309","20050403051526",0
"5474472","2048000",1,1,59,"","","","20030706030012","20041210042423",0
"5509356","2064101",3,2,12,"","170319101216","","5061-034-2007-2","5061-034-2007-1",0
"5485043","2053084",1,1,59,"","","","20030706030012","20041210042423",0
"5497575","2058078",1,2,32,"","","","20061110062296","20070605070560",0
"5508173","2063414",1,2,73,"","","","20070807071333","20070605072681",0
"5509659","2064271",1,2,31,"","","","20070201071422","20070101071087",0
"5498028","2058315",1,1,28,"","","","20040201041910","20060112051220",0
"5463380","2042991",3,1,29,"","","","20040808040042","20061110062072",0
"5514876","2067290",1,2,44,"","","","20070402071547","20070101070853",0
"5451697","2038710",1,2,50,"","","","20060908061307","20060301060879",0
"5481185","2051805",1,2,50,"","","1703141120000015","20030212022355","20030908031843",0
"5512523","2065859",1,1,54,"","","1703182990200132","20070302070975","20070302071157",0
"5485611","2053292",1,1,65,"","","","20060505062022","20040505041022",0
"5506754","2062600",1,2,36,"","","1703114080000138","20061211061784","20060605061640",0
"5501358","2059997",3,2,13,"","170993000903","","5835-181-2007-2","5835-181-2007-1",0
"5505070","2061730",1,1,22,"","","1703141120000016","20070302071203","20051009050137",0
"5476165","2048789",3,2,5,"","170993001094","","5977-035-2002-2","5977-035-2002-1",0
"5479563","2050938",2,2,70,"","","","20060201062498","20070503070874",0
"5499530","2059138",1,1,26,"","","1703141030000006","20041111040078","20050201050911",0
"5481825","2052121",3,2,16,"","170993004265","","20051009051692","20050907052386",0
"5460807","2042019",10,2,27,"","","","20040302040938","20070605071469",0
"G170314106002C01_237","",,2,21,"G170314106002C01","","","20040807041164","20040807041164",0
"5459809","2041555",3,2,4,"","170993000629","","5621-033-1997-2","5621-033-1997-1",0
"5498428","2058531",1,2,29,"","","1703139040000003","20060201061163","20070201072294",0
"5499405","2059069",1,2,52,"","","","20061211061203","20061211061864",0
"5482304","2052295",5,2,17,"","170993004265","1703141130000035","20051009051692","20050907052386",0
"5508908","2063853",11,2,1,"","","","6115-054-1997-2","6115-054-1997-1",0
"G170314109001C01_194","",,1,23,"G170314109001C01","","","20041009041670","20041009041670",0
"5499636","2059188",19,1,47,"","","1703132020003427","20060403062108","20070402071994",0
"5478264","2050115",2,1,28,"","","","20070605071944","20040112033019",0
"5453790","2039665",1,2,50,"","","","20051110050648","20040908040062",0
"5462770","2042753",19,1,49,"","","1703108150000741","20050908050669","20060303062376",0
"5503238","2060814",1,2,45,"","","1703132010002222","20040605040061","20061210062510",0
"5513419","2066370",2,2,63,"","","","20030909032442","20050302050984",0
"5503477","2060920",1,2,34,"","","1703132020003445","20070907071089","20050706052443",0
"5452577","2039154",1,1,60,"","","","20030504032396","20060706060522",0
"5501666","2060131",1,2,80,"","","","20040605041706","20070101071181",0
"5500645","2059670",3,2,17,"","","1703115050000024","20040112032412","20050706051577",0
"5479800","2051086",1,2,41,"","","1703128200000165","20031009032764","20030909031337",0
"5472948","2047252",3,1,17,"","170993000925","1703141140000065","20070302072115","20030605033522",0
"5463522","2043045",1,2,26,"","","1703132040000893","20060112050041","20050302051339",0
"5463099","2042875",3,2,7,"","170993001052","","5812-050-1997-2","5812-050-1997-1",0
"5460191","2041756",3,2,27,"","","","20051211050038","20050201051804",0
"5510467","2064724",1,2,25,"","","1703140020000007","20040112030906","20060908062187",0
"5515155","2067480",3,1,5,"","170319101548","","6161-033-1997-2","6161-033-1997-1",0
"5499516","2059131",1,2,52,"","","","20031211031818","20051210051025",0
"5499452","2059091",1,1,38,"","","1703141030000005","20040201042365","20071211072144",0
"5507251","2062884",1,2,26,"","","1703141070000005","20030403032059","20060908062187",0
"5506264","2062351",2,1,33,"","","","20070201070664","20071009072373",0
"5511537","2065338",1,2,51,"","","1703142020000024","20030806030686","20060101062036",0
"5497484","2058029",3,2,50,"","","","20030503031738","20060807060768",0
"5482145","2052236",1,2,40,"","","","20060404061713","20051009050114",0
"5512121","2065654",1,2,41,"","","1703108180001293","20050807050666","20051110051086",0
"5483204","2052595",1,1,64,"","","","20050604052406","20060403061088",0
"5510578","2064788",1,2,31,"","","","20061211061784","20060605061640",0
"5458724","2041137",3,2,18,"","","1703182390300054","20041009042164","20061211062047",0
"5511405","2065269",1,1,37,"","","1703149050000020","20070908071887","20070806070855",0
"5469734","2045628",3,2,5,"","170993001052","","5968-034-1997-2","5968-034-1997-1",0
"5452874","2039307",3,2,2,"","","","5706-039-2002-2","5706-039-2002-1",0
"5477369","2049560",1,2,81,"","","","20070403071962","20050504052128",0
"5480704","2051563",3,2,3,"","","","6157-031-1997-2","6157-031-1997-1",0
"5473070","2047315",2,2,66,"","","","20070302070554","20070201071264",0
"5469058","2045378",1,2,51,"","","1703127160000009","20060908061307","20060403060700",0
"5497567","2058073",2,2,36,"","","1703132050002515","20040112032941","20071008072550",0
"5483209","2052598",1,2,27,"","","1703132010002011","20051211051261","20040605042468",0
"5512005","2065597",2,1,34,"","","","20040807041671","20070909072193",0
"5481386","2051914",17,2,15,"","170993000925","","20050808052319","20050605051348",0
"5481934","2052160",8,2,23,"","","","20060112050041","20050302051339",0
"5503646","2061002",3,2,25,"","","1703141060000024","20070110060826","20061211062171",0
"5461242","2042197",3,1,17,"","170993000925","","20050907050975","20050503051574",0
"5476971","2049305",21,1,28,"","","10054411","20071009072122","20071010070628",0
"5503407","2060892",2,1,25,"","","1703108170000597","20070705071349","20050112042107",0
"5471267","2046346",1,2,65,"","","1703181160000167","20061009061273","20050201051154",0
"5500601","2059649",6,1,51,"","","1703132010002147","20070908071349","20061009060784",0
"5452125","2038917",1,2,81,"","","","20070403071962","20041111042426",0
"5460780","2042012",2,2,67,"","","","20060112051624","20050403051893",0
"5479871","2051128",1,2,76,"","","","20040605041042","20050504051057",0
"5473290","2047423",11,1,1,"","","","6127-039-1997-2","6127-039-1997-1",0
"5514003","2066689",1,1,26,"","","1703180650200170","20070605070729","20070605072471",0
"5477902","2049894",2,2,69,"","","","20070303070698","20060808060911",0
"5481571","2052010",1,2,66,"","","","20030605032515","20051110051189",0
"5469706","2045619",1,2,26,"","","","20060403061294","20031109031281",0
"5481847","2052126",1,2,36,"","","1703141050000012","20060807061077","20070212061397",0
"5496495","2057429",21,1,40,"","","","20070402071701","20070606072260",0
"5470081","2045749",17,1,56,"","","","20070201070123","20060112050062",0
"5498875","2058773",1,2,30,"","","1703141020000003","20050404050081","20041211040029",0
"5481883","2052138",3,2,20,"","","","20040302040952","20050807051883",0
"5507742","2063138",1,2,28,"","","1703108140001236","20041110041371","20041111041543",0
"5480227","2051324",1,2,61,"","","","20040706040672","20060302061106",0
"5460243","2041775",2,2,35,"","","","20050908052036","20071009072041",0
"5470975","2046169",1,2,82,"","","","20050504050898","20031210031464",0
"5452322","2039021",3,1,4,"","170993000667","","6801-039-1997-2","6801-039-1997-1",0
"5471410","2046434",1,1,55,"","","","20050302051309","20040403040832",0
"5499301","2059008",1,2,50,"","","1703181700000121","20070302071821","20060403060700",0
"5480261","2051338",3,1,5,"","170993001094","","6120-196-1997-2","6120-196-1997-1",0
"5485421","2053223",1,2,65,"","","","20050112040740","20060202061537",0
"5504040","2061196",1,2,36,"","","1703141140000057","20061211061784","20060605061640",0
"5483059","2052546",1,2,78,"","","","20050201051295","20050402052318",0
"5508497","2063613",1,2,44,"","","","20070402071547","20070101070853",0
"5505482","2061939",1,2,38,"","","","20071212070605","20070706071153",0
"G170314105001C01_37","",,1,23,"G170314105001C01","","","20040908040846","20040908040846",0
"5510187","2064566",1,1,65,"","","","20041010041101","20040302041703",0
"5482310","2052297",3,2,15,"","170993004265","","20050808052319","20050605051348",0
"5507186","2062840",1,1,32,"","","1703131040000019","20071009071879","20060605062297",0
"5509310","2064081",1,2,39,"","","1703141140000065","20041009041563","20050201052187",0
"5502255","2060381",1,2,31,"","","","20041212042335","20051110051440",0
"5502030","2060289",3,1,11,"","170993000903","","6250-034-1997-2","6250-034-1997-1",0
"5510935","2065006",1,1,52,"","","1703141140000065","20050302050513","20060302061275",0
"5476815","2049204",1,2,59,"","","","20051211050587","20040908042013",0
"5482019","2052191",1,2,40,"","","1703132010002020","20060201060071","20051009052423",0
"5479110","2050654",1,1,79,"","","","20050201052171","20031211032839",0
"5506516","2062479",1,2,67,"","","","20070403071034","20070605070741",0
"5481922","2052155",5,2,19,"","","","20051009051692","20050907052386",0
"5509785","2064343",3,1,7,"","170993000826","","6867-201-1997-2","6867-201-1997-1",0
"5461973","2042471",1,2,27,"","","1703132040001187","20060111051963","20050906051004",0
"5499393","2059062",1,2,59,"","","10054277","20030908032751","20070908071515",0
"5454531","2039952",3,2,5,"","170993001014","","6114-053-1997-2","6114-053-1997-1",0
"5501249","2059946",2,2,69,"","","","20071211072328","20060908060994",0
"5476791","2049189",1,2,30,"","","","20040403041679","20040301042133",0
"5500483","2059604",3,2,10,"","170993000903","","5308-032-1997-2","5308-032-1997-1",0
"5461105","2042145",5,2,19,"","","170319102232","20051009051407","20050806050538",0
"5480152","2051286",3,1,38,"","","","20050403050062","20040112033488",0
"5513054","2066159",19,1,27,"","","1703141090000008","20040201041910","20060705061070",0
"5470482","2045894",1,2,34,"","","","20031111031729","20061008061192",0
"5504930","2061653",3,2,9,"","170993001047","","5628-041-1997-2","5628-041-1997-1",0
"5471095","2046240",3,1,0,"","","","6706-038-1997-2","6706-038-1997-1",0
"5480504","2051458",1,1,62,"","","","20060403062146","20060706061321",0
"5512989","2066127",1,1,43,"","","1703141130000035","20060403061528","20070504070084",0
"5504845","2061611",3,2,14,"","170993000925","","5813-035-1997-2","5813-035-1997-1",0
"5508535","2063636",3,2,2,"","","","6231-041-1997-2","6231-041-1997-1",0
"5473474","2047510",18,2,26,"","","1703136020000013","20070110060826","20060505061673",0
"5503538","2060946",1,2,30,"","","1703128190000447","20060908060947","20061009062460",0
"5510743","2064894",2,1,25,"","","","20070705071349","20050403050115",0
"5497184","2057854",1,2,21,"","","","20070112061485","20070908070604",0
"5471064","2046222",1,1,58,"","","","20060403062046","20050705050890",0
"5482927","2052503",3,1,20,"","","1703132050002523","20040806041957","20030807032829",0
"5454861","2040043",3,1,37,"","","","20050201052223","20050403051777",0
"5501815","2060196",1,2,55,"","","","20040111030511","20060907061447",0
"5482610","2052400",8,1,12,"","170993000668","","6024-033-1997-2","6024-033-1997-1",0
"5479567","2050941",1,1,29,"","","","20060403062109","20040706041926",0
"5481215","2051818",19,1,35,"","","","20051110051442","20030908033521",0
"5512439","2065819",1,1,37,"","","1703141140000065","20070403071412","20070112061620",0
"5485901","2053397",21,2,44,"","","1703132050002534","20060201060071","20051009052423",0
"5470846","2046079",1,2,32,"","","","20030303032338","20061211061744",0
"5476772","2049177",1,2,28,"","","","20030201032010","20070201072294",0
"5505729","2062073",1,1,28,"","","","20040201041910","20060112051220",0
"5498726","2058697",1,2,19,"","","","20060403060042","20050706051577",0
"5476383","2048926",1,1,34,"","","1703128170000030","20060302060571","20040111030852",0
"5498385","2058505",1,2,34,"","","1703132050002395","20061010061408","20060403061129",0
"5497935","2058269",18,1,24,"","","1703141130000035","20040201041910","20060705061070",0
"5496535","2057453",1,1,54,"","","","20070605071529","20060112050062",0
"5474373","2047949",1,1,37,"","","1703122170000081","20060706061937","20070202072454",0
"5463552","2043057",1,1,48,"","","1703141080000203","20060504062182","20040302041186",0
"5505889","2062156",1,2,26,"","","1703132020003426","20040303040787","20030707033525",0
"5511044","2065068",2,1,30,"","","1703141140000065","20060504062147","20071212070802",0
"5497494","2058033",1,1,37,"","","","20060706061937","20070202072454",0
"5480285","2051350",1,1,35,"","","1703128280000034","20070112060111","20050301051064",0
"5471578","2046536",1,2,68,"","","","20050302050628","20050504052290",0
"5469791","2045652",3,2,19,"","","","20030706031420","20030301030864",0
"5461330","2042231",1,2,81,"","","","20070403071962","20041111042426",0
"5507351","2062937",1,2,41,"","","10054278","20070302071571","20070212061742",0
"5507423","2062971",5,1,13,"","","","3115-004-2002-2","3115-004-2002-1",0
"5497205","2057864",2,2,30,"","","","20051110050516","20050908052242",0
"5501199","2059925",3,2,2,"","","","2717-038-2002-2","2717-038-2002-1",0
"5511877","2065526",1,2,33,"","","","20060111050985","20070112061376",0
"5475398","2048364",3,1,12,"","170993004957","","5984-035-1997-2","5984-035-1997-1",0
"5508879","2063840",3,1,12,"","170319101389","","6262-034-1997-2","6262-034-1997-1",0
"5503980","2061166",1,2,48,"","","1703141140000062","20070807072102","20070404072417",0
"5477399","2049581",3,1,11,"","170993001047","","6054-032-1997-2","6054-032-1997-1",0
"5506468","2062455",3,2,9,"","170993000984","","3233-003-1997-2","3233-003-1997-1",0
"5510513","2064749",1,2,62,"","","","20070707071715","20070403071666",0
"5469030","2045364",1,1,24,"","","","20040807041095","20060908062325",0
"5506040","2062239",1,2,38,"","","1703141130000035","20070503071244","20070301071157",0
"5470719","2045996",1,2,68,"","","","20050707050930","20071009071280",0
"5461670","2042359",1,1,42,"","","","20050706052325","20031211031664",0
"5469801","2045654",3,2,17,"","170993000925","1703177070000179","20061009060050","20050403050931",0
"5459142","2041285",21,1,47,"","","1703108120000566","20030908030802","20060201062412",0
"5504351","2061359",1,2,29,"","","1703141140000065","20050706051749","20030807031919",0
"5452939","2039338",13,1,24,"","","1703132050002128","20060807060705","20061110061092",0
"5476915","2049268",1,2,27,"","","1703108140001228","20070807071221","20071110070681",0
"5512460","2065829",3,2,7,"","170993001047","","6413-042-2002-2","6413-042-2002-1",0
"5503678","2061015",1,1,23,"","","1703141060000025","20070503071782","20070201071403",0
"5469550","2045555",3,1,35,"","","1703121040000048","20050807050953","20040605040038",0
"5475322","2048338",1,2,29,"","","170319101901","20070605071005","20070504070518",0
"5503749","2061047",1,2,22,"","","1703140040000018","20070606072434","20061110060537",0
"5512636","2065928",19,1,36,"","","1703132060000174","20061009061350","20070503071189",0
"5511148","2065130",1,2,53,"","","1703141130000035","20031110031320","20050605052442",0
"5452479","2039102",1,2,52,"","","","20051110050648","20040908040062",0
"5497375","2057969",3,2,22,"","","","20050402051546","20050908050136",0
"5451826","2038771",1,1,26,"","","1703128020000343","20041211041787","20050301051374",0
"G170314106002C01_186","",,2,19,"G170314106002C01","","","20041211040699","20041211040699",0
"5463275","2042951",3,1,40,"","","1703128200000165","20050908050669","20060303062376",0
"5510784","2064920",1,2,69,"","","1703128180000284","20071211071480","20070112061709",0
"5459636","2041477",1,1,26,"","","","20041211041787","20050301051374",0
"5476840","2049219",2,2,37,"","","","20050604052469","20051110051464",0
"5476401","2048939",13,1,40,"","","1703132010002222","20060706061875","20050807050109",0
"5495908","2057080",1,2,81,"","","","20070403071962","20050504052128",0
"5500798","2059747",1,2,26,"","","","20060403061294","20031109031281",0
"5470847","2046080",1,1,26,"","","1703140060000013","20040202040034","20050201050911",0
"5504531","2061441",1,1,25,"","","1703141080000195","20070201071728","20070101072241",0
"5478377","2050184",1,1,29,"","","1703132060000173","20041109040500","20050402050972",0
"5482983","2052523",3,1,8,"","170993001014","","5031-044-1997-2","5031-044-1997-1",0
"G170314109001C01_4","",,1,18,"G170314109001C01","","","20041210041212","20041210041212",0
"5462639","2042693",1,2,45,"","","1703132010000870","20050807050666","20051110051086",0
"5511225","2065168",3,2,8,"","170993000826","","6093-040-2002-2","6093-040-2002-1",0
"5471775","2046656",2,2,67,"","","","20060112051624","20050504052418",0
"5479436","2050863",1,1,60,"","","1703182820100120","20030504032396","20060706060522",0
"5472927","2047241",3,2,7,"","170993001094","","5812-050-1997-2","5812-050-1997-1",0
"5502861","2060639",3,2,7,"","170993001047","","6203-182-1997-2","6203-182-1997-1",0
"5482892","2052492",3,1,13,"","170993000668","","5678-038-2002-2","5678-038-2002-1",0
"5479199","2050711",18,1,37,"","","10054250","20041210041057","20060808062038",0
"5507234","2062871",6,1,30,"","","1703136020000013","20031211032296","20040807040108",0
"5503191","2060787",1,2,55,"","","","20040111030511","20060907061447",0
"5476451","2048973",3,2,11,"","170319101928","","2335-032-2002-2","2335-032-2002-1",0
"5478037","2049977",2,1,47,"","","1703180940000584","20070402071701","20070606072260",0
"5483634","2052729",1,2,32,"","","","20040301042413","20040202041719",0
"5510783","2064919",1,2,54,"","","1703104090000028","20071110072433","20060706062271",0
"5496764","2057602",1,2,43,"","","1703141010000055","20030302031759","20030302030972",0
"5471203","2046305",1,1,40,"","","1703140030000016","20060111051967","20050807051089",0
"5512591","2065906",1,1,73,"","","1703132020003366","20051009051006","20071010070555",0
"5469996","2045720",6,1,30,"","","1703104030000070","20031211032296","20040807040108",0
"5453813","2039673",1,2,51,"","","1703125180000093","20030806030686","20050808050925",0
"5450839","2038447",3,2,14,"","170993004265","","2701-049-2007-2","2701-049-2007-1",0
"5453365","2039531",1,2,27,"","","","20070201071262","20060301061293",0
"5472266","2046928",1,2,50,"","","","20051212050904","20060504060530",0
"5485256","2053166",1,2,73,"","","10051140","20051212051274","20041110040505",0
"5504545","2061446",3,2,16,"","170319101617","1703141140000065","20070112061625","20070301072548",0
"5482622","2052404",1,2,78,"","","","20050201051295","20050402052318",0
"5453154","2039429",1,2,64,"","","","20050111041785","20050503051875",0
"5509740","2064317",1,1,37,"","","","20071210071946","20070112062420",0
"5461241","2042197",3,1,23,"","","","20040202040034","20050201050911",0
"5481055","2051741",1,2,56,"","","","20051211050587","20040908042013",0
"5507813","2063183",6,1,35,"","","1703141080000204","20040201042134","20040807041767",0
"5474255","2047894",2,2,71,"","","","20061111061278","20070504071383",0
"5481446","2051942",2,2,69,"","","1703141100000037","20070908070624","20060808060911",0
"5495654","2056912",3,2,19,"","","","20060705061154","20050807050852",0
"5462436","2042625",3,2,19,"","","1703132020003087","20070403071605","20070705071525",0
"5480476","2051442",1,2,76,"","","","20051212051274","20041110040505",0
"5459440","2041389",1,2,46,"","","","20060201062276","20050201050829",0
"5478618","2050336",1,2,76,"","","","20041212041089","20060403060087",0
"5483070","2052548",7,2,76,"","","","20050503050060","20050504050875",0
"5496124","2057215",3,2,2,"","","","5446-032-1997-2","5446-032-1997-1",0
"5471301","2046370",1,2,76,"","","","20051212051274","20041110040505",0
"5507538","2063031",3,1,11,"","170993001094","","6475-042-2007-2","6475-042-2007-1",0
"5481043","2051732",3,1,24,"","","1703108140001213","20071211071646","20060302060130",0
"5479475","2050887",1,1,24,"","","","20050112040057","20071008071361",0
"5462201","2042541",1,1,46,"","","1703177020000345","20060706062213","20040301041532",0
"5503721","2061035",1,1,73,"","","1703141060000025","20070908072292","20070606071890",0
"5474635","2048067",1,1,43,"","","1703108140000821","20070706071218","20050403050760",0
"5476548","2049035",1,2,36,"","","","20060806061317","20070201071007",0
"5497242","2057888",1,1,37,"","","1703128190000447","20050908052113","20040706042427",0
"5504085","2061223",6,1,21,"","","1703141140000065","20070908070748","20071211072427",0
"5482208","2052259",1,1,26,"","","","20070605070729","20070605072471",0
"5476551","2049038",1,1,62,"","","","20060403062146","20060706061321",0
"5473327","2047441",1,2,65,"","","","20040706040672","20060302061106",0
"5470921","2046136",1,2,68,"","","","20050707050930","20071009071280",0
"5512673","2065947",1,1,23,"","","1703108150000656","20070503071782","20070201071403",0
"5509364","2064109",1,2,28,"","","1703139010000024","20041009040001","20031009033199",0
"5503357","2060869",3,2,17,"","170993000925","1703125050000124","20060111051391","20051110051955",0
"5511178","2065144",1,2,78,"","","","20060504061724","20070403071277",0
"5511528","2065330",4,2,30,"","","","20070808071709","20060201061978",0
"5470436","2045877",6,2,36,"","","","20060201061261","20051010051043",0
"5458969","2041220",3,1,39,"","","1703128160000062","20041010042237","20040908040889",0
"5480999","2051713",3,2,40,"","","1703180110000131","20041009040021","20050505051283",0
"5504008","2061179",1,1,18,"","","1703132040001188","20060706061255","20060503061704",0
"5456132","2040469",3,2,29,"","","1703132020002271","20070706071806","20030907031764",0
"5476199","2048811",2,2,55,"","","1703168090000080","20070112061127","20070303070631",0
"5483075","2052549",3,2,17,"","170993000761","1703132010002231","20051009051692","20050909050599",0
"5499424","2059080",1,2,48,"","","1703132050002455","20060504060507","20051009050114",0
"5507284","2062902",3,1,28,"","","","20041009040727","20060404061137",0
"5503245","2060819",1,2,39,"","","","20041009041563","20050201052187",0
"5497558","2058069",1,2,28,"","","","20060201062158","20061009060525",0
"5504788","2061583",6,2,46,"","","1703141070000057","20071111072183","20060504060985",0
"5510500","2064742",3,2,8,"","170993000984","","6093-040-2002-2","6093-040-2002-1",0
"5474574","2048045",1,1,42,"","","1703132010002010","20071008070090","20030705031879",0
"5503598","2060978",1,1,58,"","","1703141060000023","20060706061784","20070404071957",0
"5498765","2058716",3,2,7,"","170993000984","","6840-033-2002-2","6840-033-2002-1",0
"5472347","2046968",1,1,75,"","","","20060909061433","20070605071452",0
"5501803","2060187",1,2,19,"","","","20041009042164","20061211060891",0
"5508664","2063707",18,2,26,"","","1703141140000065","20070112061510","20070403070908",0
"5470295","2045827",3,2,39,"","","","20070302070036","20050212041025",0
"5455885","2040380",19,1,20,"","","","20041211041787","20050301051374",0
"5470148","2045774",3,2,18,"","","","20060705061154","20050807050852",0
"5480611","2051513",1,1,27,"","","","20060605061496","20051212050793",0
"5482033","2052194",1,2,19,"","","1703132050002408","20060403060042","20050706051577",0
"5497456","2058016",1,1,69,"","","","20031212030993","20060504060655",0
"5463776","2043147",19,1,21,"","","","20040807041563","20051211050092",0
"5495567","2056864",1,2,30,"","","1704384440100253","20070403071121","20060807060048",0
"5454682","2039992",13,2,7,"","170993001014","","6588-040-1997-2","6588-040-1997-1",0
"5461439","2042270",3,2,61,"","","","20031110031718","20050605050864",0
"5504514","2061432",1,2,34,"","","1703141060000025","20060403062477","20060807060793",0
"5498131","2058371",1,2,25,"","","","20031110033196","20060807062011",0
"5497977","2058290",1,1,30,"","","1703128200000114","20060403061657","20061210062175",0
"5478249","2050108",2,2,49,"","","1703133010000285","20070908071230","20070402072077",0
"5497157","2057841",19,1,67,"","","","20050604052406","20060403061620",0
"5474432","2047981",1,2,29,"","","1703139060000021","20070302071801","20071009071821",0
"5506168","2062297",1,2,78,"","","","20060504061724","20070403071277",0
"5479666","2051007",1,1,79,"","","","20041211040656","20040908042065",0
"5497429","2058002",1,2,27,"","","","20040301041686","20060504062455",0
"5506490","2062466",18,2,22,"","","1703128210000054","20061010061534","20070201070797",0
"5471516","2046498",17,1,56,"","","","20070201070123","20060112050062",0
