tucaseid,place_type,start_time,stop_time,activity_risk,place_risk
"20051110050008","Other",590,594,0,0
"20051110050008","School",595,649,0,1
"20051110050008","Other",650,654,0,0
"20051110050008","School",655,769,0,1
"20051110050008","Other",770,804,0,0
"20051110050008","Household",805,899,0,2
"20051110050008","Other",900,909,0,0
"20051110050008","Workplace",910,1079,0,0
"20051110050008","Other",1080,1094,0,0
"20051110050008","Workplace",1095,1319,0,0
"20051110050008","Other",1320,1324,0,0
"20051110050008","Household",1325,1439,0,2
"20051110050046","Household",0,499,0,2
"20051110050046","Other",500,501,0,0
"20051110050046","School",502,504,0,1
"20051110050046","Other",505,524,0,0
"20051110050046","Workplace",525,914,0,0
"20051110050046","Other",915,934,0,0
"20051110050046","School",935,942,0,1
"20051110050046","Other",943,944,0,0
"20051110050046","Household",945,989,0,2
"20051110050046","Other",990,991,0,0
"20051110050046","School",992,993,0,1
"20051110050046","Other",994,995,0,0
"20051110050046","Household",996,1025,0,2
"20051110050046","Other",1026,1059,0,0
"20051110050046","Other Household",1060,1069,0,2
"20051110050046","Other",1070,1079,0,0
"20051110050046","Other Household",1080,1081,0,2
"20051110050046","Other",1082,1083,0,0
"20051110050046","Other Household",1084,1085,0,2
"20051110050046","Other",1088,1092,0,0
"20051110050046","Other Household",1093,1099,0,2
"20051110050046","Other",1100,1109,0,0
"20051110050046","Other Household",1110,1114,0,2
"20051110050046","Other",1115,1119,0,0
"20051110050046","Other Household",1120,1121,0,2
"20051110050046","Other",1122,1123,0,0
"20051110050046","Other Household",1124,1125,0,2
"20051110050046","Other",1126,1132,0,0
"20051110050046","Other Household",1133,1137,0,2
"20051110050046","Other",1138,1266,0,0
"20051110050046","Other Household",1267,1268,0,2
"20051110050046","Other",1269,1270,0,0
"20051110050046","Other Household",1271,1272,0,2
"20051110050046","Other",1273,1277,0,0
"20051110050046","Other Household",1278,1279,0,2
"20051110050046","Other",1280,1281,0,0
"20051110050046","Other Household",1282,1283,0,2
"20051110050046","Other",1284,1298,0,0
"20051110050046","Other Household",1299,1300,0,2
"20051110050046","Other",1301,1303,0,0
"20051110050046","Other Household",1304,1305,0,2
"20051110050046","Other",1306,1311,0,0
"20051110050046","Other Household",1312,1313,0,2
"20051110050046","Other",1314,1315,0,0
"20051110050046","Other Household",1316,1317,0,2
"20051110050046","Other",1318,1324,0,0
"20051110050046","Other Household",1325,1326,0,2
"20051110050046","Other",1327,1332,0,0
"20051110050046","School",1333,1334,0,1
"20051110050046","Other",1335,1342,0,0
"20051110050046","Household",1343,1439,0,2
"20051110050057","Household",0,704,0,2
"20051110050057","Other",705,791,0,0
"20051110050057","Household",792,1199,0,2
"20051110050057","Other",1200,1214,0,0
"20051110050057","Other",1216,1379,2,0
"20051110050057","Other",1380,1384,0,0
"20051110050057","School",1385,1409,0,1
"20051110050057","Other",1410,1427,0,0
"20051110050057","Household",1428,1439,0,2
"20051110050514","Household",0,1439,0,2
"20051110050516","Household",0,539,0,2
"20051110050516","Other",540,554,0,0
"20051110050516","Other Household",555,779,0,2
"20051110050516","Other",780,794,0,0
"20051110050516","Other Household",795,914,0,2
"20051110050516","Other",915,1004,0,0
"20051110050516","Household",1005,1049,0,2
"20051110050516","Other",1050,1064,0,0
"20051110050516","Other Household",1065,1349,0,2
"20051110050516","Household",1350,1439,0,2
"20051110050527","Household",0,529,0,2
"20051110050527","Other",530,869,0,0
"20051110050527","Household",870,1004,0,2
"20051110050527","Other",1005,1010,0,0
"20051110050527","Other Household",1011,1040,0,2
"20051110050527","Other",1041,1050,0,0
"20051110050527","Other Household",1051,1249,0,2
"20051110050527","Other",1250,1259,0,0
"20051110050527","Household",1260,1439,0,2
"20051110050648","Household",0,539,0,2
"20051110050648","Other",540,624,0,0
"20051110050648","Household",625,1019,0,2
"20051110050648","Other",1020,1064,0,0
"20051110050648","Household",1065,1439,0,2
"20051110050680","Workplace",0,419,0,0
"20051110050680","Other",420,429,0,0
"20051110050680","Household",430,1319,0,2
"20051110050680","Other",1320,1329,0,0
"20051110050680","Workplace",1330,1439,0,0
"20051110050710","Household",0,449,0,2
"20051110050710","Other",450,464,0,0
"20051110050710","Other Household",465,509,0,2
"20051110050710","Other",510,574,0,0
"20051110050710","School",575,820,0,1
"20051110050710","Other",821,835,0,0
"20051110050710","Household",836,1154,0,2
"20051110050710","Other",1155,1164,0,0
"20051110050710","Other Household",1165,1274,0,2
"20051110050710","Other",1275,1284,0,0
"20051110050710","Household",1285,1439,0,2
"20051110050716","Household",0,464,0,2
"20051110050716","Other",465,509,0,0
"20051110050716","Household",510,539,0,2
"20051110050716","Other",540,549,0,0
"20051110050716","Household",550,609,0,2
"20051110050716","Other",610,719,0,0
"20051110050716","Household",720,1004,0,2
"20051110050716","Other",1005,1014,0,0
"20051110050716","Other Household",1015,1109,0,2
"20051110050716","Other",1110,1135,0,0
"20051110050716","Other Household",1136,1269,0,2
"20051110050716","Other",1270,1279,0,0
"20051110050716","Household",1280,1439,0,2
"20051110050775","Household",0,269,0,2
"20051110050775","Household",270,329,2,2
"20051110050775","Household",330,824,0,2
"20051110050775","Other",825,949,0,0
"20051110050775","Household",950,1439,0,2
"20051110051054","Household",0,419,0,2
"20051110051054","Other",420,429,0,0
"20051110051054","Workplace",430,899,0,0
"20051110051054","Other",900,909,0,0
"20051110051054","Household",910,1439,0,2
"20051110051086","Household",0,444,0,2
"20051110051086","Other",445,470,0,0
"20051110051086","Household",471,475,0,2
"20051110051086","Other",476,495,0,0
"20051110051086","Workplace",496,809,0,0
"20051110051086","Other",810,854,0,0
"20051110051086","Workplace",855,1029,0,0
"20051110051086","Other",1030,1049,0,0
"20051110051086","Household",1050,1052,0,2
"20051110051086","Other",1053,1182,0,0
"20051110051086","Household",1183,1439,0,2
"20051110051099","Household",0,599,0,2
"20051110051099","Other",600,679,0,0
"20051110051099","Household",680,1019,0,2
"20051110051099","Other",1020,1022,0,0
"20051110051099","Other Household",1023,1142,0,2
"20051110051099","Other",1143,1145,0,0
"20051110051099","Household",1146,1439,0,2
"20051110051186","Household",0,519,0,2
"20051110051186","Other",520,529,0,0
"20051110051186","Gym",530,574,2,2
"20051110051186","Other",575,576,0,0
"20051110051186","Workplace",577,636,0,0
"20051110051186","Other",637,659,0,0
"20051110051186","Household",660,749,0,2
"20051110051186","Other",750,809,0,0
"20051110051186","Household",810,1184,0,2
"20051110051186","Other",1185,1329,0,0
"20051110051186","Household",1330,1439,0,2
"20051110051189","Household",0,434,0,2
"20051110051189","Other",435,449,0,0
"20051110051189","Workplace",450,929,0,0
"20051110051189","Other",930,959,0,0
"20051110051189","Household",960,974,0,2
"20051110051189","Other",975,1154,0,0
"20051110051189","Other Household",1155,1244,0,2
"20051110051189","Other",1245,1259,0,0
"20051110051189","Household",1260,1439,0,2
"20051110051241","Household",0,398,0,2
"20051110051241","Other",399,403,0,0
"20051110051241","Workplace",404,929,0,0
"20051110051241","Other",930,939,0,0
"20051110051241","Household",940,1439,0,2
"20051110051296","Household",0,324,0,2
"20051110051296","Other",325,389,0,0
"20051110051296","Workplace",390,959,0,0
"20051110051296","Other",960,1056,0,0
"20051110051296","Household",1057,1439,0,2
"20051110051300","Household",0,839,0,2
"20051110051300","Other",840,929,0,0
"20051110051300","Workplace",930,1259,0,0
"20051110051300","Other",1260,1349,0,0
"20051110051300","Household",1350,1439,0,2
"20051110051387","Household",0,419,0,2
"20051110051387","Other",420,752,0,0
"20051110051387","Household",753,762,0,2
"20051110051387","Other",763,1029,0,0
"20051110051387","Household",1030,1089,0,2
"20051110051387","Other",1090,1299,0,0
"20051110051387","Household",1300,1439,0,2
"20051110051413","Household",0,539,0,2
"20051110051413","Other",540,959,0,0
"20051110051413","Household",960,1439,0,2
"20051110051440","Household",0,529,0,2
"20051110051440","Other",530,539,0,0
"20051110051440","School",540,569,0,1
"20051110051440","Other",570,585,0,0
"20051110051440","Household",586,839,0,2
"20051110051440","Other",840,874,0,0
"20051110051440","Workplace",875,879,0,0
"20051110051440","Other",880,954,0,0
"20051110051440","Household",955,959,0,2
"20051110051440","Other",960,1191,0,0
"20051110051440","Household",1192,1439,0,2
"20051110051442","Other Household",0,59,0,2
"20051110051442","Household",60,389,0,2
"20051110051442","Other Household",390,419,0,2
"20051110051442","Household",420,449,0,2
"20051110051442","Other",450,479,0,0
"20051110051442","Other Household",480,719,0,2
"20051110051442","Other",720,749,0,0
"20051110051442","Other Household",750,959,0,2
"20051110051442","Other",960,989,0,0
"20051110051442","Household",990,1439,0,2
"20051110051458","Household",0,1439,0,2
"20051110051460","Household",0,749,0,2
"20051110051460","Other",750,854,0,0
"20051110051460","Household",855,1439,0,2
"20051110051464","Household",0,516,0,2
"20051110051464","Other",517,536,0,0
"20051110051464","Household",537,596,0,2
"20051110051464","Other",597,731,0,0
"20051110051464","School",732,761,0,1
"20051110051464","Other",762,763,0,0
"20051110051464","Workplace",764,899,0,0
"20051110051464","Other",900,901,0,0
"20051110051464","School",902,1021,0,1
"20051110051464","Other",1022,1023,0,0
"20051110051464","Workplace",1024,1083,0,0
"20051110051464","Other",1084,1188,0,0
"20051110051464","Household",1189,1439,0,2
"20051110051895","Household",0,479,0,2
"20051110051895","Other",480,539,0,0
"20051110051895","Workplace",540,979,0,0
"20051110051895","Household",980,984,0,2
"20051110051895","Workplace",985,1054,0,0
"20051110051895","Other",1055,1114,0,0
"20051110051895","Household",1115,1439,0,2
"20051110051955","Other",0,9,0,0
"20051110051955","Household",10,404,0,2
"20051110051955","Other",405,432,0,0
"20051110051955","School",433,869,0,1
"20051110051955","Other",870,884,0,0
"20051110051955","Household",885,929,0,2
"20051110051955","Other",930,932,0,0
"20051110051955","Other Household",933,1049,0,2
"20051110051955","Other",1050,1064,0,0
"20051110051955","Other Household",1065,1084,0,2
"20051110051955","Other",1085,1141,0,0
"20051110051955","Other Household",1142,1439,0,2
"20051110051963","Household",0,654,0,2
"20051110051963","Other",655,709,0,0
"20051110051963","Other Household",710,729,0,2
"20051110051963","Other",730,1229,0,0
"20051110051963","Other Household",1230,1316,0,2
"20051110051963","Other",1317,1361,0,0
"20051110051963","Household",1362,1439,0,2
"20051110051982","Household",0,449,0,2
"20051110051982","Other",450,459,0,0
"20051110051982","School",460,696,0,1
"20051110051982","Other",697,706,0,0
"20051110051982","Household",707,1349,0,2
"20051110051982","Other",1350,1354,0,0
"20051110051982","Other Household",1355,1359,0,2
"20051110051982","Other",1360,1364,0,0
"20051110051982","Household",1365,1439,0,2
"20051110052080","Household",0,374,0,2
"20051110052080","Other",375,381,0,0
"20051110052080","Workplace",382,929,0,0
"20051110052080","Other",930,954,0,0
"20051110052080","Household",955,1439,0,2
"20051110052086","Household",0,509,0,2
"20051110052086","Other Household",510,529,0,2
"20051110052086","Other",530,569,0,0
"20051110052086","Household",570,599,0,2
"20051110052086","Other",600,609,0,0
"20051110052086","School",610,789,0,1
"20051110052086","Other",790,869,0,0
"20051110052086","Household",870,1084,0,2
"20051110052086","Other",1085,1114,0,0
"20051110052086","Other Household",1115,1244,0,2
"20051110052086","Other",1245,1286,0,0
"20051110052086","Other Household",1287,1439,0,2
"20051110052131","Other Household",0,59,0,2
"20051110052131","Other",60,79,0,0
"20051110052131","Household",80,959,0,2
"20051110052131","Other",960,987,0,0
"20051110052131","Household",988,1167,0,2
"20051110052131","Other",1168,1187,0,0
"20051110052131","Other Household",1188,1439,0,2
"20051110052216","Household",0,554,0,2
"20051110052216","Other",555,569,0,0
"20051110052216","Other Household",570,574,0,2
"20051110052216","Other",575,577,0,0
"20051110052216","Other Household",578,580,0,2
"20051110052216","Other",581,808,0,0
"20051110052216","Household",809,1439,0,2
"20051110052231","Household",0,438,0,2
"20051110052231","Other",439,453,0,0
"20051110052231","Workplace",454,1079,0,0
"20051110052231","Other",1080,1126,0,0
"20051110052231","Household",1127,1439,0,2
"20051110052235","Household",0,599,0,2
"20051110052235","Other",600,649,0,0
"20051110052235","Household",650,779,0,2
"20051110052235","Other",780,839,0,0
"20051110052235","Household",840,1439,0,2
"20051110052342","Workplace",0,359,0,0
"20051110052342","Other",360,374,0,0
"20051110052342","Household",375,1289,0,2
"20051110052342","Other",1290,1304,0,0
"20051110052342","Workplace",1305,1439,0,0
"20051110052382","Household",0,289,0,2
"20051110052382","Other",290,309,0,0
"20051110052382","Workplace",310,779,0,0
"20051110052382","Other",780,814,0,0
"20051110052382","Household",815,1439,0,2
"20051110052419","Household",0,419,0,2
"20051110052419","Other",420,1064,0,0
"20051110052419","Household",1065,1439,0,2
"20051110052487","Household",0,369,0,2
"20051110052487","Other",370,1169,0,0
"20051110052487","Household",1170,1439,0,2
"20051110052493","Household",0,689,0,2
"20051110052493","Other",690,728,0,0
"20051110052493","Household",729,819,0,2
"20051110052493","Other",820,864,0,0
"20051110052493","Other Household",865,884,0,2
"20051110052493","Other",885,899,0,0
"20051110052493","Other Household",900,909,0,2
"20051110052493","Other",910,964,0,0
"20051110052493","Other Household",965,969,0,2
"20051110052493","Other",970,1075,0,0
"20051110052493","Household",1076,1439,0,2
"20051111050701","Household",0,359,0,2
"20051111050701","Other Household",360,404,0,2
"20051111050701","Household",405,434,0,2
"20051111050701","Other",435,479,0,0
"20051111050701","Household",480,484,0,2
"20051111050701","Other",485,494,0,0
"20051111050701","School",495,524,0,1
"20051111050701","Other",525,534,0,0
"20051111050701","Household",535,1439,0,2
"20051111050917","Household",0,719,0,2
"20051111050917","Other",720,909,0,0
"20051111050917","Household",910,1114,0,2
"20051111050917","Other",1115,1214,0,0
"20051111050917","Household",1215,1439,0,2
"20051111051016","Household",0,434,0,2
"20051111051016","Other",435,444,0,0
"20051111051016","Workplace",445,854,0,0
"20051111051016","Other",855,864,0,0
"20051111051016","Household",865,1069,0,2
"20051111051016","Other",1070,1164,0,0
"20051111051016","Other Household",1165,1194,0,2
"20051111051016","Other",1195,1204,0,0
"20051111051016","Household",1205,1439,0,2
"20051111051688","Household",0,349,0,2
"20051111051688","Other",350,354,0,0
"20051111051688","Other Household",355,359,0,2
"20051111051688","Other",360,361,0,0
"20051111051688","Workplace",362,899,0,0
"20051111051688","Other",900,909,0,0
"20051111051688","Gym",910,989,2,2
"20051111051688","Other",990,999,0,0
"20051111051688","Household",1000,1439,0,2
"20051209051017","Household",0,359,0,2
"20051209051017","Other",360,419,0,0
"20051209051017","Workplace",420,1019,0,0
"20051209051017","Other",1020,1184,0,0
"20051209051017","Household",1185,1439,0,2
"20051209052436","Household",0,419,0,2
"20051209052436","Other",420,479,0,0
"20051209052436","Workplace",480,1079,0,0
"20051209052436","Other",1080,1139,0,0
"20051209052436","Household",1140,1439,0,2
"20051210050756","Household",0,599,0,2
"20051210050756","Other",600,937,0,0
"20051210050756","Household",938,1439,0,2
"20051210051024","Household",0,359,0,2
"20051210051024","Other",360,399,0,0
"20051210051024","Workplace",400,989,0,0
"20051210051024","Other",990,1019,0,0
"20051210051024","Household",1020,1439,0,2
"20051210051025","Household",0,404,0,2
"20051210051025","Other",405,424,0,0
"20051210051025","Workplace",425,1019,0,0
"20051210051025","Other",1020,1044,0,0
"20051210051025","Household",1045,1439,0,2
"20051210051520","Household",0,609,0,2
"20051210051520","Other",610,649,0,0
"20051210051520","Workplace",650,1087,0,0
"20051210051520","Other",1088,1107,0,0
"20051210051520","Household",1108,1439,0,2
"20051210051578","Household",0,959,0,2
"20051210051578","Other",960,981,0,0
"20051210051578","Other Household",982,1103,0,2
"20051210051578","Other",1104,1105,0,0
"20051210051578","Household",1106,1439,0,2
"20051210052249","Household",0,659,0,2
"20051210052249","Other",660,669,0,0
"20051210052249","Workplace",670,1079,0,0
"20051210052249","Other",1080,1089,0,0
"20051210052249","Household",1090,1439,0,2
"20051210052422","Other",0,24,0,0
"20051210052422","Household",25,429,0,2
"20051210052422","Other",430,474,0,0
"20051210052422","Workplace",475,1049,0,0
"20051210052422","Other",1050,1064,0,0
"20051210052422","Workplace",1065,1439,0,0
"20051211050007","Household",0,929,0,2
"20051211050007","Other",930,1049,0,0
"20051211050007","Household",1050,1439,0,2
"20051211050038","Household",0,474,0,2
"20051211050038","Other",475,499,0,0
"20051211050038","Other Household",500,509,0,2
"20051211050038","Other",510,709,0,0
"20051211050038","Household",710,899,0,2
"20051211050038","Other",900,1011,0,0
"20051211050038","Household",1012,1131,0,2
"20051211050038","Other",1132,1306,0,0
"20051211050038","Household",1307,1439,0,2
"20051211050092","Other",0,49,0,0
"20051211050092","Household",50,959,0,2
"20051211050092","Other",960,1439,0,0
"20051211050096","Household",0,539,0,2
"20051211050096","Other",540,954,0,0
"20051211050096","Household",955,1439,0,2
"20051211050511","Household",0,629,0,2
"20051211050511","Other",630,639,0,0
"20051211050511","Workplace",640,959,0,0
"20051211050511","Other",960,969,0,0
"20051211050511","Household",970,999,0,2
"20051211050511","Other",1000,1009,0,0
"20051211050511","Workplace",1010,1199,0,0
"20051211050511","Other",1200,1209,0,0
"20051211050511","Household",1210,1439,0,2
"20051211050587","Household",0,299,0,2
"20051211050587","Household",300,309,2,2
"20051211050587","Household",310,374,0,2
"20051211050587","Other",375,384,0,0
"20051211050587","Other Household",385,389,0,2
"20051211050587","Other",390,409,0,0
"20051211050587","Workplace",410,659,0,0
"20051211050587","Other",660,729,0,0
"20051211050587","Household",730,1439,0,2
"20051211050903","Household",0,449,0,2
"20051211050903","Other",450,579,0,0
"20051211050903","Household",580,1439,0,2
"20051211050931","Household",0,629,0,2
"20051211050931","Other",630,1159,0,0
"20051211050931","Household",1160,1439,0,2
"20051211050952","Household",0,769,0,2
"20051211050952","Other",770,974,0,0
"20051211050952","Household",975,989,0,2
"20051211050952","Other",990,1019,0,0
"20051211050952","Other Household",1020,1139,0,2
"20051211050952","Other",1140,1169,0,0
"20051211050952","Household",1170,1319,0,2
"20051211050952","Other",1320,1329,0,0
"20051211050952","Other Household",1330,1374,0,2
"20051211050952","Other",1375,1384,0,0
"20051211050952","Household",1385,1439,0,2
"20051211051003","Household",0,449,0,2
"20051211051003","Other",450,653,0,0
"20051211051003","Household",654,1439,0,2
"20051211051063","Household",0,539,0,2
"20051211051063","Other",540,559,0,0
"20051211051063","School",560,899,0,1
"20051211051063","Other",900,919,0,0
"20051211051063","Household",920,1439,0,2
"20051211051191","Household",0,869,0,2
"20051211051191","Other",870,929,0,0
"20051211051191","Other Household",930,1049,0,2
"20051211051191","Other",1050,1109,0,0
"20051211051191","Household",1110,1439,0,2
"20051211051257","Household",0,1079,0,2
"20051211051257","Other",1080,1104,0,0
"20051211051257","School",1105,1289,0,1
"20051211051257","Other",1290,1314,0,0
"20051211051257","Household",1315,1439,0,2
"20051211051261","Household",0,819,0,2
"20051211051261","Other",820,989,0,0
"20051211051261","Household",990,1439,0,2
"20051211051279","Household",0,569,0,2
"20051211051279","Other",570,900,0,0
"20051211051279","Household",901,1439,0,2
"20051211051416","Household",0,1439,0,2
"20051211051654","Household",0,509,0,2
"20051211051654","Other",510,526,0,0
"20051211051654","Household",527,536,0,2
"20051211051654","Other",537,571,0,0
"20051211051654","Workplace",572,811,0,0
"20051211051654","Other",813,832,0,0
"20051211051654","Workplace",834,1109,0,0
"20051211051654","Other",1110,1167,0,0
"20051211051654","Household",1168,1227,0,2
"20051211051654","Other",1228,1229,0,0
"20051211051654","Gym",1230,1249,0,2
"20051211051654","Other",1250,1251,0,0
"20051211051654","Household",1252,1281,0,2
"20051211051654","Other",1282,1296,0,0
"20051211051654","Household",1297,1439,0,2
"20051211051655","Household",0,464,0,2
"20051211051655","Other",465,554,0,0
"20051211051655","Workplace",555,1049,0,0
"20051211051655","Other",1050,1184,0,0
"20051211051655","Household",1185,1439,0,2
"20051211051737","Household",0,239,0,2
"20051211051737","Workplace",240,839,0,0
"20051211051737","Other",840,857,0,0
"20051211051737","Household",858,1439,0,2
"20051211051738","Household",0,659,0,2
"20051211051738","Other",660,759,0,0
"20051211051738","Household",760,1069,0,2
"20051211051738","Other",1070,1079,0,0
"20051211051738","Other Household",1080,1319,0,2
"20051211051738","Other",1320,1329,0,0
"20051211051738","Household",1330,1439,0,2
"20051211051759","Other Household",0,29,0,2
"20051211051759","Other",30,104,0,0
"20051211051759","Household",105,729,0,2
"20051211051759","Other",730,869,0,0
"20051211051759","Other Household",870,1439,0,2
"20051211051818","Household",0,794,0,2
"20051211051818","Other",795,974,0,0
"20051211051818","Household",975,1024,0,2
"20051211051818","Other",1025,1144,0,0
"20051211051818","Household",1145,1439,0,2
"20051211051823","Household",0,599,0,2
"20051211051823","Other",600,614,0,0
"20051211051823","School",615,1019,0,1
"20051211051823","Other",1020,1099,0,0
"20051211051823","Household",1100,1439,0,2
"20051211051874","Household",0,479,0,2
"20051211051874","Other",480,509,0,0
"20051211051874","Household",510,599,0,2
"20051211051874","Other",600,854,0,0
"20051211051874","Household",855,1439,0,2
"20051211052058","Household",0,479,0,2
"20051211052058","Other",480,599,0,0
"20051211052058","Household",600,609,0,2
"20051211052058","Other",610,764,0,0
"20051211052058","Household",765,1049,0,2
"20051211052058","Other",1050,1259,0,0
"20051211052058","Household",1260,1439,0,2
"20051211052214","Household",0,494,0,2
"20051211052214","Other",495,965,0,0
"20051211052214","Household",966,1439,0,2
"20051211052221","Household",0,1439,0,2
"20051211052237","Household",0,509,0,2
"20051211052237","Other",510,674,0,0
"20051211052237","Other",675,839,2,0
"20051211052237","Other",840,1019,0,0
"20051211052237","Household",1020,1439,0,2
"20051211052430","Household",0,329,0,2
"20051211052430","Other",330,489,0,0
"20051211052430","Workplace",490,764,0,0
"20051211052430","Other",765,854,0,0
"20051211052430","School",855,944,0,1
"20051211052430","Other",945,964,0,0
"20051211052430","Household",965,1079,0,2
"20051211052430","Other",1080,1094,0,0
"20051211052430","Household",1095,1199,0,2
"20051211052430","Other",1200,1214,0,0
"20051211052430","Household",1215,1439,0,2
"20051211052482","Household",0,359,0,2
"20051211052482","Other",360,549,0,0
"20051211052482","Household",550,899,0,2
"20051211052482","Other",900,924,0,0
"20051211052482","Household",925,1439,0,2
"20051211052509","Household",0,1019,0,2
"20051211052509","Other",1020,1325,0,0
"20051211052509","Other Household",1326,1327,0,2
"20051211052509","Other",1328,1333,0,0
"20051211052509","Household",1334,1439,0,2
"20051212050793","Household",0,659,0,2
"20051212050793","Other",660,664,0,0
"20051212050793","Gym",665,839,2,2
"20051212050793","Other",840,844,0,0
"20051212050793","Household",845,899,0,2
"20051212050793","Other",901,935,0,0
"20051212050793","Other Household",936,1055,0,2
"20051212050793","Other",1056,1064,0,0
"20051212050793","Other Household",1065,1139,0,2
"20051212050793","Other",1140,1179,0,0
"20051212050793","Other Household",1180,1289,0,2
"20051212050793","Other",1290,1304,0,0
"20051212050793","Other Household",1305,1306,0,2
"20051212050793","Other",1307,1321,0,0
"20051212050793","Household",1322,1439,0,2
"20051212050904","Household",0,524,0,2
"20051212050904","Other",525,604,0,0
"20051212050904","Workplace",605,1079,0,0
"20051212050904","Other",1080,1199,0,0
"20051212050904","Household",1200,1439,0,2
"20051212051274","Workplace",0,434,0,0
"20051212051274","Other",435,439,0,0
"20051212051274","Household",440,564,0,2
"20051212051274","Other",566,809,0,0
"20051212051274","Household",811,1119,0,2
"20051212051274","Other",1120,1124,0,0
"20051212051274","Workplace",1125,1439,0,0
"20060101060057","Household",0,944,0,2
"20060101060057","Other",945,1004,0,0
"20060101060057","Household",1005,1439,0,2
"20060101060108","Household",0,1439,0,2
"20060101060533","Household",0,859,0,2
"20060101060533","Other",860,874,0,0
"20060101060533","Workplace",875,1379,0,0
"20060101060533","Other",1380,1394,0,0
"20060101060533","Household",1395,1439,0,2
"20060101061089","Household",0,649,0,2
"20060101061089","Other",650,839,0,0
"20060101061089","Household",840,1079,0,2
"20060101061089","Other",1080,1304,0,0
"20060101061089","Household",1305,1439,0,2
"20060101061275","Other",0,149,0,0
"20060101061275","Household",150,554,0,2
"20060101061275","Other",555,599,0,0
"20060101061275","Workplace",600,1079,0,0
"20060101061275","Other",1080,1124,0,0
"20060101061275","Household",1125,1259,0,2
"20060101061275","Other",1260,1439,0,0
"20060101061474","Household",0,479,0,2
"20060101061474","Other",480,489,0,0
"20060101061474","School",490,1019,0,1
"20060101061474","Other",1020,1029,0,0
"20060101061474","Household",1030,1079,0,2
"20060101061474","Other",1080,1089,0,0
"20060101061474","School",1090,1319,0,1
"20060101061474","Other",1320,1329,0,0
"20060101061474","Household",1330,1439,0,2
"20060101061531","Household",0,679,0,2
"20060101061531","Other",680,789,0,0
"20060101061531","Household",790,944,0,2
"20060101061531","Other",945,959,0,0
"20060101061531","Workplace",960,1379,0,0
"20060101061531","Other",1380,1394,0,0
"20060101061531","Household",1395,1439,0,2
"20060101061552","Household",0,379,0,2
"20060101061552","Other",380,419,0,0
"20060101061552","Workplace",420,899,0,0
"20060101061552","Other",900,1014,0,0
"20060101061552","Household",1015,1439,0,2
"20060101061569","Household",0,854,0,2
"20060101061569","Other",855,973,0,0
"20060101061569","Household",974,1439,0,2
"20060101061597","Household",0,389,0,2
"20060101061597","Other",390,409,0,0
"20060101061597","Workplace",410,929,0,0
"20060101061597","Other",930,974,0,0
"20060101061597","School",975,979,0,1
"20060101061597","Other",980,984,0,0
"20060101061597","Household",985,1044,0,2
"20060101061597","Other",1045,1244,0,0
"20060101061597","Household",1245,1439,0,2
"20060101061598","Household",0,599,0,2
"20060101061598","Other",600,619,0,0
"20060101061598","Other Household",620,719,0,2
"20060101061598","Other",720,929,0,0
"20060101061598","Other Household",930,1079,0,2
"20060101061598","Other",1080,1109,0,0
"20060101061598","Household",1110,1439,0,2
"20060101061889","Household",0,599,0,2
"20060101061889","Other",600,604,0,0
"20060101061889","Gym",605,664,2,2
"20060101061889","Other",665,669,0,0
"20060101061889","Household",670,1439,0,2
"20060101061931","Household",0,474,0,2
"20060101061931","Other",475,494,0,0
"20060101061931","Workplace",495,989,0,0
"20060101061931","Other",990,1014,0,0
"20060101061931","Household",1015,1019,0,2
"20060101061931","Other",1020,1079,0,0
"20060101061931","Household",1080,1119,0,2
"20060101061931","Other",1120,1139,0,0
"20060101061931","Workplace",1140,1239,0,0
"20060101061931","Other",1240,1259,0,0
"20060101061931","Household",1260,1439,0,2
"20060101062036","Household",0,429,0,2
"20060101062036","Other",430,444,0,0
"20060101062036","Workplace",445,834,0,0
"20060101062036","Other",835,874,0,0
"20060101062036","Household",875,1439,0,2
"20060101062118","Household",0,449,0,2
"20060101062118","Other",450,724,0,0
"20060101062118","Household",725,904,0,2
"20060101062118","Other",905,949,0,0
"20060101062118","Workplace",950,1199,0,0
"20060101062118","Other",1200,1244,0,0
"20060101062118","Household",1245,1439,0,2
"20060101062304","Household",0,724,0,2
"20060101062304","Other",725,754,0,0
"20060101062304","Other Household",755,874,0,2
"20060101062304","Other",875,904,0,0
"20060101062304","Household",905,1439,0,2
"20060101062497","Household",0,654,0,2
"20060101062497","Other",655,733,0,0
"20060101062497","Workplace",734,1169,0,0
"20060101062497","Other",1170,1194,0,0
"20060101062497","Household",1195,1439,0,2
"20060111050076","Workplace",0,209,0,0
"20060111050076","Other",210,229,0,0
"20060111050076","Household",230,859,0,2
"20060111050076","Other",860,884,0,0
"20060111050076","Workplace",885,1439,0,0
"20060111050524","Household",0,584,0,2
"20060111050524","Other",585,589,0,0
"20060111050524","Workplace",590,594,0,0
"20060111050524","Other",595,682,0,0
"20060111050524","Other Household",683,809,0,2
"20060111050524","Other",810,811,0,0
"20060111050524","Household",812,879,0,2
"20060111050524","Other",880,884,0,0
"20060111050524","Other Household",885,894,0,2
"20060111050524","Other",895,897,0,0
"20060111050524","Household",898,902,0,2
"20060111050524","Other",903,904,0,0
"20060111050524","Workplace",905,1379,0,0
"20060111050524","Other",1380,1382,0,0
"20060111050524","Household",1383,1439,0,2
"20060111050535","Household",0,424,0,2
"20060111050535","Other",425,1004,0,0
